Subject,Nonword,ARPA,TrialNum,TestOrControl,Naturalness,Type,Hwi_ConstraintWeight,Hwi_Score,Albright2009,Task,TaskOrder,SubjectResponse,LogResponse
12,zhem,ZH EH M,52,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,40.62611,3.704410963
13,zhem,ZH EH M,16,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,55.34929,4.013663832
14,zhem,ZH EH M,67,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,10.41797,2.3435322
15,zhem,ZH EH M,44,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,24,3.17805383
16,zhem,ZH EH M,16,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,67.74496,4.215750066
17,zhem,ZH EH M,26,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,83.34375,4.422973621
18,zhem,ZH EH M,69,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,35.81177,3.57827661
19,zhem,ZH EH M,4,control,unnatural,UnnatCon,3.71,0,0.00000332,line,1,56.68137,4.037445585
20,zhem,ZH EH M,21,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,85.94824,4.453745255
21,zhem,ZH EH M,14,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,117.8605,4.769501722
22,zhem,ZH EH M,22,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,41.67188,3.729826561
23,zhem,ZH EH M,22,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,49.55384,3.903059755
24,zhem,ZH EH M,20,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,39.73985,3.682354463
25,zhem,ZH EH M,52,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,24.09155,3.181861157
26,zhem,ZH EH M,62,control,unnatural,UnnatCon,3.71,0,0.00000332,line,1,163.4332,5.096404344
27,zhem,ZH EH M,75,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,37.04167,3.612043495
28,zhem,ZH EH M,23,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,73.57979,4.298370396
29,zhem,ZH EH M,1,control,unnatural,UnnatCon,3.71,0,0.00000332,line,2,28.66257,3.35559209
1,boisser,B OY S ER,55,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,200,5.298317367
2,boisser,B OY S ER,40,control,unnatural,UnnatCon,4.012,0,0.000000232,number,2,50,3.912023005
3,boisser,B OY S ER,46,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,130,4.86753445
4,boisser,B OY S ER,13,control,unnatural,UnnatCon,4.012,0,0.000000232,number,2,300,5.703782475
5,boisser,B OY S ER,38,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,175,5.164785974
6,boisser,B OY S ER,75,control,unnatural,UnnatCon,4.012,0,0.000000232,number,2,120,4.787491743
7,boisser,B OY S ER,55,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,105,4.65396035
8,boisser,B OY S ER,69,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,70,4.248495242
9,boisser,B OY S ER,46,control,unnatural,UnnatCon,4.012,0,0.000000232,number,2,150,5.010635294
10,boisser,B OY S ER,67,control,unnatural,UnnatCon,4.012,0,0.000000232,number,2,250,5.521460918
11,boisser,B OY S ER,74,control,unnatural,UnnatCon,4.012,0,0.000000232,number,2,100,4.605170186
12,boisser,B OY S ER,2,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,200,5.298317367
13,boisser,B OY S ER,30,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,80,4.382026635
14,boisser,B OY S ER,71,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,30,3.401197382
15,boisser,B OY S ER,56,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,60,4.094344562
16,boisser,B OY S ER,74,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,300,5.703782475
17,boisser,B OY S ER,21,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,120,4.787491743
18,boisser,B OY S ER,24,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,550,6.309918278
19,boisser,B OY S ER,10,control,unnatural,UnnatCon,4.012,0,0.000000232,number,2,200,5.298317367
20,boisser,B OY S ER,67,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,110,4.700480366
21,boisser,B OY S ER,60,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,300,5.703782475
22,boisser,B OY S ER,33,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,90,4.49980967
23,boisser,B OY S ER,40,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,200,5.298317367
24,boisser,B OY S ER,15,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,50,3.912023005
25,boisser,B OY S ER,32,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,100,4.605170186
26,boisser,B OY S ER,61,control,unnatural,UnnatCon,4.012,0,0.000000232,number,2,400,5.991464547
27,boisser,B OY S ER,71,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,150,5.010635294
28,boisser,B OY S ER,79,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,200,5.298317367
29,boisser,B OY S ER,32,control,unnatural,UnnatCon,4.012,0,0.000000232,number,1,50,3.912023005
1,fousert,F AW S ER T,16,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,200,5.298317367
2,fousert,F AW S ER T,51,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,2,100,4.605170186
3,fousert,F AW S ER T,40,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,120,4.787491743
4,fousert,F AW S ER T,11,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,2,120,4.787491743
5,fousert,F AW S ER T,23,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,50,3.912023005
6,fousert,F AW S ER T,72,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,2,65,4.17438727
7,fousert,F AW S ER T,47,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,160,5.075173815
8,fousert,F AW S ER T,53,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,30,3.401197382
9,fousert,F AW S ER T,54,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,2,100,4.605170186
10,fousert,F AW S ER T,31,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,2,90,4.49980967
11,fousert,F AW S ER T,57,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,2,100,4.605170186
12,fousert,F AW S ER T,5,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,100,4.605170186
13,fousert,F AW S ER T,73,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,80,4.382026635
14,fousert,F AW S ER T,34,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,30,3.401197382
15,fousert,F AW S ER T,12,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,80,4.382026635
16,fousert,F AW S ER T,78,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,10,2.302585093
17,fousert,F AW S ER T,72,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,140,4.941642423
18,fousert,F AW S ER T,1,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,400,5.991464547
19,fousert,F AW S ER T,56,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,2,200,5.298317367
20,fousert,F AW S ER T,18,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,200,5.298317367
21,fousert,F AW S ER T,15,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,200,5.298317367
22,fousert,F AW S ER T,39,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,65,4.17438727
23,fousert,F AW S ER T,48,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,75,4.317488114
24,fousert,F AW S ER T,12,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,85,4.442651256
25,fousert,F AW S ER T,58,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,80,4.382026635
26,fousert,F AW S ER T,6,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,2,400,5.991464547
27,fousert,F AW S ER T,55,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,300,5.703782475
28,fousert,F AW S ER T,78,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,10,2.302585093
29,fousert,F AW S ER T,19,control,unnatural,UnnatCon,3.576,0,5.04E-08,number,1,25,3.218875825
1,hethler,HH EH TH L ER,72,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,100,4.605170186
2,hethler,HH EH TH L ER,2,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,2,100,4.605170186
3,hethler,HH EH TH L ER,34,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,40,3.688879454
4,hethler,HH EH TH L ER,48,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,2,200,5.298317367
5,hethler,HH EH TH L ER,39,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,100,4.605170186
6,hethler,HH EH TH L ER,32,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,2,100,4.605170186
7,hethler,HH EH TH L ER,28,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,60,4.094344562
8,hethler,HH EH TH L ER,44,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,50,3.912023005
9,hethler,HH EH TH L ER,41,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,2,150,5.010635294
10,hethler,HH EH TH L ER,6,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,2,70,4.248495242
11,hethler,HH EH TH L ER,31,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,2,120,4.787491743
12,hethler,HH EH TH L ER,32,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,110,4.700480366
13,hethler,HH EH TH L ER,13,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,110,4.700480366
14,hethler,HH EH TH L ER,4,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,200,5.298317367
15,hethler,HH EH TH L ER,75,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,50,3.912023005
16,hethler,HH EH TH L ER,57,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,300,5.703782475
17,hethler,HH EH TH L ER,39,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,110,4.700480366
18,hethler,HH EH TH L ER,28,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,100,4.605170186
19,hethler,HH EH TH L ER,19,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,2,20,2.995732274
20,hethler,HH EH TH L ER,39,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,200,5.298317367
21,hethler,HH EH TH L ER,49,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,150,5.010635294
22,hethler,HH EH TH L ER,26,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,280,5.634789603
23,hethler,HH EH TH L ER,23,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,75,4.317488114
24,hethler,HH EH TH L ER,51,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,200,5.298317367
25,hethler,HH EH TH L ER,62,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,95,4.553876892
26,hethler,HH EH TH L ER,72,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,2,500,6.214608098
27,hethler,HH EH TH L ER,3,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,120,4.787491743
28,hethler,HH EH TH L ER,32,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,200,5.298317367
29,hethler,HH EH TH L ER,60,control,unnatural,UnnatCon,4.038,0,2.08E-09,number,1,300,5.703782475
1,ishmy,IH SH M IY,74,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,50,3.912023005
2,ishmy,IH SH M IY,50,control,unnatural,UnnatCon,4.112,0,0.000000646,number,2,10,2.302585093
3,ishmy,IH SH M IY,55,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,40,3.688879454
4,ishmy,IH SH M IY,22,control,unnatural,UnnatCon,4.112,0,0.000000646,number,2,130,4.86753445
5,ishmy,IH SH M IY,6,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,20,2.995732274
6,ishmy,IH SH M IY,76,control,unnatural,UnnatCon,4.112,0,0.000000646,number,2,60,4.094344562
7,ishmy,IH SH M IY,15,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,75,4.317488114
8,ishmy,IH SH M IY,7,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,10,2.302585093
9,ishmy,IH SH M IY,63,control,unnatural,UnnatCon,4.112,0,0.000000646,number,2,100,4.605170186
10,ishmy,IH SH M IY,35,control,unnatural,UnnatCon,4.112,0,0.000000646,number,2,10,2.302585093
11,ishmy,IH SH M IY,53,control,unnatural,UnnatCon,4.112,0,0.000000646,number,2,50,3.912023005
12,ishmy,IH SH M IY,76,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,40,3.688879454
13,ishmy,IH SH M IY,36,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,40,3.688879454
14,ishmy,IH SH M IY,77,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,10,2.302585093
15,ishmy,IH SH M IY,28,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,50,3.912023005
16,ishmy,IH SH M IY,36,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,400,5.991464547
17,ishmy,IH SH M IY,80,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,60,4.094344562
18,ishmy,IH SH M IY,8,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,40,3.688879454
19,ishmy,IH SH M IY,,control,unnatural,UnnatCon,4.112,0,0.000000646,number,2,NA,NA
20,ishmy,IH SH M IY,62,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,100,4.605170186
21,ishmy,IH SH M IY,33,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,20,2.995732274
22,ishmy,IH SH M IY,46,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,50,3.912023005
23,ishmy,IH SH M IY,73,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,50,3.912023005
24,ishmy,IH SH M IY,56,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,25,3.218875825
25,ishmy,IH SH M IY,42,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,40,3.688879454
26,ishmy,IH SH M IY,18,control,unnatural,UnnatCon,4.112,0,0.000000646,number,2,140,4.941642423
27,ishmy,IH SH M IY,38,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,100,4.605170186
28,ishmy,IH SH M IY,62,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,10,2.302585093
29,ishmy,IH SH M IY,13,control,unnatural,UnnatCon,4.112,0,0.000000646,number,1,50,3.912023005
1,laihallem,L EY HH AE L AH M,52,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,40,3.688879454
2,laihallem,L EY HH AE L AH M,8,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,2,5,1.609437912
3,laihallem,L EY HH AE L AH M,72,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,80,4.382026635
4,laihallem,L EY HH AE L AH M,73,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,2,10,2.302585093
5,laihallem,L EY HH AE L AH M,32,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,150,5.010635294
6,laihallem,L EY HH AE L AH M,46,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,2,30,3.401197382
7,laihallem,L EY HH AE L AH M,59,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,60,4.094344562
8,laihallem,L EY HH AE L AH M,23,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,30,3.401197382
9,laihallem,L EY HH AE L AH M,52,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,2,20,2.995732274
10,laihallem,L EY HH AE L AH M,4,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,2,50,3.912023005
11,laihallem,L EY HH AE L AH M,6,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,2,70,4.248495242
12,laihallem,L EY HH AE L AH M,72,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,70,4.248495242
13,laihallem,L EY HH AE L AH M,15,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,20,2.995732274
14,laihallem,L EY HH AE L AH M,3,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,50,3.912023005
15,laihallem,L EY HH AE L AH M,71,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,100,4.605170186
16,laihallem,L EY HH AE L AH M,7,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,70,4.248495242
17,laihallem,L EY HH AE L AH M,1,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,30,3.401197382
18,laihallem,L EY HH AE L AH M,64,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,200,5.298317367
19,laihallem,L EY HH AE L AH M,5,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,2,10,2.302585093
20,laihallem,L EY HH AE L AH M,3,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,110,4.700480366
21,laihallem,L EY HH AE L AH M,57,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,150,5.010635294
22,laihallem,L EY HH AE L AH M,14,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,40,3.688879454
23,laihallem,L EY HH AE L AH M,76,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,80,4.382026635
24,laihallem,L EY HH AE L AH M,75,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,50,3.912023005
25,laihallem,L EY HH AE L AH M,19,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,60,4.094344562
26,laihallem,L EY HH AE L AH M,59,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,2,400,5.991464547
27,laihallem,L EY HH AE L AH M,21,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,20,2.995732274
28,laihallem,L EY HH AE L AH M,16,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,200,5.298317367
29,laihallem,L EY HH AE L AH M,53,control,unnatural,UnnatCon,3.783,0,1.36E-09,number,1,25,3.218875825
1,metchner,M EH CH N ER,5,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,100,4.605170186
2,metchner,M EH CH N ER,54,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,2,300,5.703782475
3,metchner,M EH CH N ER,4,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,120,4.787491743
4,metchner,M EH CH N ER,35,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,2,200,5.298317367
5,metchner,M EH CH N ER,8,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,20,2.995732274
6,metchner,M EH CH N ER,60,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,2,150,5.010635294
7,metchner,M EH CH N ER,46,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,120,4.787491743
8,metchner,M EH CH N ER,32,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,50,3.912023005
9,metchner,M EH CH N ER,32,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,2,150,5.010635294
10,metchner,M EH CH N ER,66,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,2,150,5.010635294
11,metchner,M EH CH N ER,24,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,2,200,5.298317367
12,metchner,M EH CH N ER,78,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,50,3.912023005
13,metchner,M EH CH N ER,10,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,110,4.700480366
14,metchner,M EH CH N ER,61,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,40,3.688879454
15,metchner,M EH CH N ER,23,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,60,4.094344562
16,metchner,M EH CH N ER,12,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,300,5.703782475
17,metchner,M EH CH N ER,24,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,70,4.248495242
18,metchner,M EH CH N ER,14,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,100,4.605170186
19,metchner,M EH CH N ER,50,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,2,100,4.605170186
20,metchner,M EH CH N ER,17,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,500,6.214608098
21,metchner,M EH CH N ER,8,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,75,4.317488114
22,metchner,M EH CH N ER,72,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,96,4.564348191
23,metchner,M EH CH N ER,64,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,50,3.912023005
24,metchner,M EH CH N ER,1,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,50,3.912023005
25,metchner,M EH CH N ER,76,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,80,4.382026635
26,metchner,M EH CH N ER,48,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,2,400,5.991464547
27,metchner,M EH CH N ER,56,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,145,4.976733742
28,metchner,M EH CH N ER,21,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,300,5.703782475
29,metchner,M EH CH N ER,72,control,unnatural,UnnatCon,4.112,0,3.32E-08,number,1,200,5.298317367
1,muspy,M AH S P IY,8,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,300,5.703782475
2,muspy,M AH S P IY,12,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,2,250,5.521460918
3,muspy,M AH S P IY,24,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,160,5.075173815
4,muspy,M AH S P IY,65,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,2,550,6.309918278
5,muspy,M AH S P IY,55,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,120,4.787491743
6,muspy,M AH S P IY,73,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,2,60,4.094344562
7,muspy,M AH S P IY,62,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,90,4.49980967
8,muspy,M AH S P IY,21,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,200,5.298317367
9,muspy,M AH S P IY,50,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,2,300,5.703782475
10,muspy,M AH S P IY,10,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,2,200,5.298317367
11,muspy,M AH S P IY,20,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,2,70,4.248495242
12,muspy,M AH S P IY,3,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,200,5.298317367
13,muspy,M AH S P IY,24,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,150,5.010635294
14,muspy,M AH S P IY,54,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,100,4.605170186
15,muspy,M AH S P IY,9,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,100,4.605170186
16,muspy,M AH S P IY,70,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,500,6.214608098
17,muspy,M AH S P IY,60,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,150,5.010635294
18,muspy,M AH S P IY,27,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,20,2.995732274
19,muspy,M AH S P IY,21,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,2,100,4.605170186
20,muspy,M AH S P IY,7,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,400,5.991464547
21,muspy,M AH S P IY,50,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,200,5.298317367
22,muspy,M AH S P IY,3,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,201,5.303304908
23,muspy,M AH S P IY,44,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,150,5.010635294
24,muspy,M AH S P IY,64,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,400,5.991464547
25,muspy,M AH S P IY,80,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,65,4.17438727
26,muspy,M AH S P IY,63,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,2,150,5.010635294
27,muspy,M AH S P IY,8,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,200,5.298317367
28,muspy,M AH S P IY,36,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,200,5.298317367
29,muspy,M AH S P IY,54,control,unnatural,UnnatCon,4.038,0,9.38E-08,number,1,150,5.010635294
1,nyron,N AY R AH N,2,control,unnatural,UnnatCon,4.012,0,0.00000394,number,1,400,5.991464547
2,nyron,N AY R AH N,6,control,unnatural,UnnatCon,4.012,0,0.00000394,number,2,250,5.521460918
3,nyron,N AY R AH N,56,control,unnatural,UnnatCon,4.012,0,0.00000394,number,1,120,4.787491743
4,nyron,N AY R AH N,23,control,unnatural,UnnatCon,4.012,0,0.00000394,number,2,250,5.521460918
5,nyron,N AY R AH N,66,control,unnatural,UnnatCon,4.012,0,0.00000394,number,1,150,5.010635294
6,nyron,N AY R AH N,19,control,unnatural,UnnatCon,4.012,0,0.00000394,number,2,200,5.298317367
7,nyron,N AY R AH N,9,control,unnatural,UnnatCon,4.012,0,0.00000394,number,1,90,4.49980967
8,nyron,N AY R AH N,67,control,unnatural,UnnatCon,4.012,0,0.00000394,number,1,200,5.298317367
